Gridcode,LON,LAT,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren,sand,BD,PH,OC
100850062,88.89897795,37.71449066,957.21,6.68,-16.69,122.68,107.27,1.05,0,0,0,0,1,2.395,933.868,8.294,15.301
100850063,89.12491609,37.75161433,928.69,5.67,-16.98,122.3,114.04,0.92,0,0,0,0,1,2.231,870.415,8.093,35.997
100850064,89.35107392,37.78834423,903.16,5.04,-16.96,122.58,118.38,0.71,0,0,0,0,1,2.361,829.855,7.982,44.814
100850065,89.57744941,37.82467978,927.19,8.23,-14.49,121.34,95.95,0.11,0,0,0,0,1,2.826,950.159,8.297,26.585
100850066,89.8040405,37.86062043,954.17,10.36,-13.1,119.05,81.18,0.01,0,0,0,0,1,3.87,1075.599,8.354,18.755
100850067,90.03084515,37.89616562,960.84,10.45,-13.18,118.52,78.43,0.02,0,0,0,0,1,3.768,1091.886,8.34,22.19
100850068,90.25786128,37.93131481,948.84,9.28,-14.01,115.93,83.11,0.96,0,0.0125,0,0,0.975,3.484,1038.31,8.153,27.146
100850069,90.48508265,37.96607952,1001.48,13.08,-11.57,110.52,57.08,1.63,0,0,0,0,1,5.861,1158.189,8.253,19.926
100850070,90.71251967,38.00042301,1025.5,14.81,-10.42,106.17,43.54,1.81,0,0,0,0,1,6.491,1228.489,8.34,16.281
100850071,90.94015773,38.03438093,1027.37,15.23,-10.04,106.22,37.39,1.03,0,0,0,0,1,3.849,1163.28,8.265,24.453
100850072,91.16799887,38.0679407,1008.31,14.17,-10.65,105.8,40.64,1.55,0,0,0,0,1,7.235,1232.302,8.148,16.036
100850073,91.39604097,38.10110178,994.56,13.1,-11.39,105.67,43.65,1.93,0,0,0,0,1,7.216,1214.692,8.125,20.282
100850074,91.62428187,38.13386366,1027.36,15.26,-9.99,97.72,30.42,1.32,0,0,0,0,1,5.403,1296.207,8.046,14.308
100850075,91.85271943,38.16622581,1043.13,15.85,-9.77,91.75,25.28,1.42,0,0,0,0,1,4.006,1320.321,8.069,13.032
100850076,92.08135148,38.19818772,1046.47,15.88,-9.8,93.74,22.9,0.35,0,0,0,0,1,3.974,1317.616,8.132,12.638
100850077,92.31017584,38.22974888,1050.91,15.92,-9.86,77.06,20.42,1.53,0,0,0,0,1,4.464,1325.571,8.167,10.768
100850078,92.53919031,38.2609088,1046.31,15.75,-9.97,64.28,19.27,3.25,0,0,0,0,1,4.12,1324.638,8.194,9.224
100850079,92.7683927,38.29166696,1044.39,15.79,-9.86,81.34,17.78,0.54,0,0,0,0,1,4.665,1324.309,8.207,13.378
100850080,92.99778078,38.32202289,1039.11,15.48,-10.03,85.09,17.71,0.3,0,0,0,0,1,5.453,1311.804,8.202,15.245
100850081,93.22735234,38.35197608,1046.88,15.54,-10.17,75.06,17.11,1.45,0,0,0,0,1,5.597,1294.179,8.226,14.914
100850082,93.45710513,38.38152606,1046.06,15.61,-10.06,78.51,17.52,1,0,0,0,0,1,6.236,1297.678,8.216,16.647
100850083,93.6870369,38.41067235,1053.75,15.82,-10.02,79.06,18.19,1.02,0,0,0,0,1,4.651,1291.779,8.217,13.838
100850084,93.91714541,38.43941447,1035.34,15.33,-10.1,82.76,22.44,1.43,0,0,0,0,1,5.106,1264.403,8.175,13.636
100850085,94.14742836,38.46775196,1004.44,14.1,-10.6,94.71,32.34,1.34,0,0,0,0,1,5.479,1187.778,8.083,15.494
100850086,94.37788349,38.49568435,1015.63,13.07,-11.97,102.68,41.89,1.85,0,0,0,0,1,4.588,1151.605,8.102,19.735
100850087,94.6085085,38.5232112,1043.29,12.87,-12.86,101.3,47.9,2.29,0,0,0,0,1,4.326,1112.808,8.177,10.643
100850088,94.83930108,38.55033204,983.69,8.88,-15.38,101.48,73.24,3.95,0,0,0,0,1,3.439,1060.112,8.317,11.72
100850089,95.07025892,38.57704644,986.54,8.17,-16.12,101.67,79.64,4.26,0,0,0,0,1,2.924,1057.322,8.397,20.301
100850090,95.3013797,38.60335394,1005.49,7.99,-16.81,100.06,87.14,5.34,0,0,0,0,1,3.142,1017.585,8.305,17.633
100850091,95.53266107,38.62925413,1053.86,6.66,-19.35,99.44,98.38,6.18,0,0,0,0,1,2.42,1002.663,8.231,27.652
100850092,95.76410071,38.65474656,1094.46,7.41,-19.76,99.68,97.05,5.79,0,0.055,0,0,0.945,2.506,986.464,8.312,32.485
100850093,95.99569652,38.67984274,1022.46,2.88,-22.01,100.2,137.36,8.76,0,0.2725,0,0,0.7275,2,885.246,7.963,59.985
100850094,96.22744558,38.70452228,963.2,3.56,-19.85,104.63,135.99,5.87,0,0.3925,0,0,0.6075,2.56,912.895,8.109,41.951
100850095,96.45934553,38.72877315,1025.04,7.9,-17.38,102.52,111.23,5.59,0,0.2325,0,0,0.765,3.206,959.47,8.299,26.258
100850096,96.69139452,38.7526304,995.77,6.48,-18.07,102.06,124.47,6.82,0,0.145,0,0,0.855,3.084,941.571,8.265,26.369
100850097,96.92358779,38.77610011,1011.51,3.14,-21.4,100.9,157.23,8.74,0,0.1175,0,0,0.8825,2.021,842.89,7.73,62.886
100850098,97.15592513,38.7991388,1005.03,0.2,-24.01,99.74,191.46,11.79,0,0.0875,0,0,0.9125,1.902,792.383,7.549,80.965
100850099,97.38841017,38.82174174,926.72,2.27,-20.25,106.54,185.71,6.55,0,0.1675,0,0,0.8325,2.43,797.521,7.934,42.83
100850100,97.62103022,38.84395743,940.03,4.03,-18.96,108.85,179.14,4.2,0,0.23,0,0,0.77,2.737,862.942,7.919,41.121
100850101,97.85378774,38.86576838,937.46,3.53,-19.36,108.62,196.97,5.2,0,0.415,0,0,0.585,2.718,858.925,8.009,39.774
100850102,98.0866845,38.88716861,960.19,4.83,-18.58,111.36,201.47,3.82,0,0.5625,0,0,0.4375,3.011,868.248,8.016,35.667
100850103,98.31970512,38.90815024,972.07,6.34,-17.39,112.9,202.82,3.61,0,0.32,0,0,0.68,3.702,977.76,8.246,20.339
100850104,98.55285797,38.92870344,917.98,2.77,-19.56,110.71,233.74,4.9,0,0.3575,0.0025,0,0.64,2.485,822.164,7.691,50.997
100850105,98.78613293,38.94886903,928.44,2.66,-19.86,109.47,239.38,6.5,0,0.735,0.0025,0,0.2625,2.748,762.769,7.817,61.088
100850106,99.0195332,38.96861091,921.57,2.13,-20.2,108.12,257.44,6.63,0,0.175,0,0,0.825,2.489,790.403,7.445,87.935
100850107,99.25306229,38.98793587,934.13,3.67,-19.01,107.57,259.81,5.77,0,0.1325,0.0025,0,0.865,2.485,853.203,7.307,86.334
100850108,99.48670282,39.00685898,1108.17,12.47,-14.78,106.7,227.2,7.82,0,0.2025,0.155,0,0.6425,2.44,1094.802,7.917,38.712
100850109,99.72046792,39.025345,1109.73,16.54,-10.92,108.71,207.67,6.59,0,0.265,0.32,0.01,0.405,3.175,1285.923,8.245,15.78
100850110,99.95434309,39.04344424,1051.22,17.94,-7.91,108.43,178.48,3.97,0,0.1,0.01,0.0025,0.8875,3.412,1320.669,8.253,16.628
100850111,100.1883338,39.06112306,1091.47,20.2,-6.58,101.12,131.2,5.53,0,0.115,0.0025,0,0.8825,3.285,1387,8.28,13.447
100850112,100.422428,39.07837419,1089.56,20.15,-6.57,101.73,120.71,4.13,0,0.0125,0,0,0.9875,3.001,1362.281,8.271,14.18
100850113,100.6566346,39.09520073,1068.26,18.42,-7.82,102.31,140.91,4.78,0,0,0,0,1,3.504,1364.993,8.218,14.065
100850114,100.8909383,39.1116538,1057.23,16.4,-9.69,101.23,159.39,5.71,0,0,0,0,1,3.198,1294.919,8.237,18.403
100850115,101.1253541,39.12763592,1064.77,18.51,-7.61,97.28,115.43,4.91,0,0,0,0,1,3.936,1388.709,8.276,12.278
100850116,101.3598641,39.14322933,1097.53,19.18,-7.68,88.51,88.9,7.34,0,0,0,0,1,4.007,1434.546,8.334,8.347
100850117,101.5944707,39.15840627,1089.33,19.59,-7.18,86.59,77.43,6.64,0,0,0,0,1,3.73,1446.151,8.318,6.439
100850118,101.8291719,39.17317935,1045.78,18.58,-7.1,93.98,80.37,3.24,0,0,0,0,1,3.94,1427.782,8.196,10.77
100850119,102.0639676,39.18750995,1040.58,18.32,-7.19,93.24,81.07,3.37,0,0,0,0,1,4.118,1417.229,8.152,11.033
100850120,102.2988497,39.20143628,1047.1,18.64,-7.09,92.23,76.95,3.15,0,0,0,0,1,4.173,1400.742,8.167,11.4
100850121,102.5338169,39.21494385,1109.35,20.63,-6.76,90.85,66.2,2.89,0,0,0,0,1,4.239,1427.844,8.237,9.999
100850122,102.7688639,39.22804782,1141.04,21.56,-6.61,87.78,63.31,3.97,0,0,0,0,1,5.757,1437.425,8.242,9.28
100850123,103.0039959,39.24071698,1127.67,21.27,-6.56,87.59,64.81,4.32,0,0,0,0,1,5.998,1441.381,8.213,9.365
100850124,103.2392111,39.25296262,1122.33,21.14,-6.54,90.25,64.53,3.56,0,0,0,0,1,5.123,1426.23,8.249,9.516
100850125,103.4744943,39.2648041,1168.98,22.26,-6.57,90.03,64.79,4.15,0,0,0,0,1,7.148,1436.706,8.208,6.878
100850126,103.709857,39.27621589,1180.52,22.48,-6.64,90.78,66.66,4.28,0,0,0,0,1,6.554,1426.333,8.231,7.842
100850127,103.9452911,39.28721481,1175.83,22.28,-6.73,90.93,69.23,4.24,0,0,0,0,1,6.506,1428.922,8.235,9.509
100850128,104.1807905,39.29780839,1194.05,22.69,-6.79,89.65,69.98,5.05,0,0,0,0,1,7.669,1426.68,8.234,8.897
100850129,104.4163542,39.30795502,1200.87,22.88,-6.8,92.52,73.16,4.01,0,0,0,0,1,7.485,1426.994,8.204,8.56
100850130,104.6519826,39.31769624,1198.1,22.89,-6.7,90.59,75.15,5.12,0,0,0,0,1,9.442,1438.288,8.244,5.441
100850131,104.8876714,39.32701793,1207.76,23.16,-6.64,86.57,75.59,6.72,0,0,0,0,1,6.119,1431.805,8.318,5.706
100850132,105.1234179,39.33591991,1217.51,23.27,-6.77,87.38,77.47,6.14,0,0.02,0,0,0.98,4.687,1434.793,8.307,6.942
100850133,105.3592194,39.34440203,1237.04,23.63,-6.97,85.49,79.39,7.29,0,0.0025,0,0,0.9975,4.525,1418.803,8.289,4.862
100850134,105.5950733,39.35246414,1202.19,23.34,-6.38,88.5,83.52,5.94,0,0.02,0,0,0.98,5.266,1430.803,8.326,4.181
100850135,105.830977,39.3601061,1188.16,23.11,-6.35,90.9,88.66,5.75,0,0,0,0,1,5.105,1435.079,8.3,8.315
100850136,106.0669278,39.36732777,1149.96,21.74,-6.64,92.98,97.64,5.69,0,0.005,0,0.0275,0.9375,4.214,1405.304,8.324,13.398
100850137,106.3029209,39.37413478,1132.86,20.97,-6.94,100.01,105.03,3.53,0,0,0,0.005,0.995,3.757,1380.266,8.337,14.252
100850138,106.5389649,39.38053031,1119.27,20.52,-7.05,102.07,112.86,3.89,0,0.0025,0,0,0.9975,3.628,1372.998,8.366,13.584
100850139,106.7750383,39.38648545,1147.33,21.85,-6.54,108.15,111.15,1.98,0,0.1025,0,0,0.8975,3.4,1376.387,8.427,13.852
100850140,107.0111514,39.39201825,1137.46,21.25,-6.88,108.27,124.49,2.6,0,0.235,0,0,0.765,3.222,1374.496,8.317,13.913
100850141,107.2472956,39.39712757,1136.59,20.77,-7.2,106.24,138.18,4.69,0,0.6125,0,0,0.3875,3.421,1416.166,8.282,12.407
100850142,107.4834733,39.40182507,1162.33,20.99,-7.65,103.76,153.89,7.26,0,0.5275,0,0,0.4675,3.378,1418.322,8.231,12.619
100850143,107.7196795,39.40610155,1177.93,20.99,-8.07,104.48,167.32,8.19,0,0.1625,0,0,0.825,3.576,1404.849,8.262,14.294
100850144,107.9559115,39.40995692,1183.32,20.89,-8.31,105.9,177.9,8.1,0,0.3075,0,0,0.6925,3.684,1396.765,8.284,13.816
100850145,108.1921667,39.41339111,1186.88,20.86,-8.41,106.27,186.76,8.57,0,0.405,0,0,0.5875,3.64,1391.662,8.275,13.531
100850146,108.4284423,39.41640407,1195.26,20.89,-8.62,109.13,188.92,6.88,0,0.845,0,0,0.155,3.968,1400.8,8.326,12.215
100850147,108.6647358,39.41899573,1197.28,20.8,-8.76,108.62,197.61,7.35,0,0.8175,0,0,0.145,4.433,1401.314,8.269,13.21
100850148,108.9010467,39.42117618,1195.72,20.78,-8.73,106.26,209.31,9.59,0,0.8,0,0,0.2,4.102,1411.148,8.31,12.424
100850149,109.1373632,39.42293487,1191.3,20.75,-8.66,107.53,214.75,8.54,0,0.8325,0,0,0.1675,4.442,1408.447,8.184,15.062
100850150,109.3736981,39.42425391,1222.63,20.81,-9.38,105.78,225.58,10.2,0,0.6925,0,0.0275,0.28,4.735,1393.15,8.255,12.786
100850151,109.6100341,39.42514869,1204.9,20.33,-9.37,106.23,234.82,10.14,0,0.7925,0,0.0425,0.165,5.324,1388.43,8.129,14.771
100850152,109.8463764,39.42563336,1205.73,20.5,-9.25,107.1,240.14,10.08,0,0.845,0,0,0.155,5.104,1370.779,8.122,16.952
100850153,110.0827192,39.42569973,1221.33,20.84,-9.27,108.39,243.11,9.53,0,0.505,0,0,0.495,4.203,1357.589,8.138,21.201
100850154,110.3190643,39.42536285,1221.38,20.77,-9.37,108.63,252.53,9.68,0,0.3725,0,0.005,0.61,3.933,1352.759,8.13,22.141
100850155,110.5554024,39.42457167,1179.78,20.49,-8.67,108.6,262.5,9.7,0,0.5875,0,0.005,0.3225,3.612,1327.195,8.116,24.929
100850156,110.7917386,39.4233665,1175.87,20.89,-8.16,108.21,268.46,9.57,0,0.705,0,0.035,0.2575,3.985,1351.434,8.233,22.297
100850157,111.0280611,39.42174304,1199.81,21.78,-7.85,109.1,267.95,8.22,0,0.8625,0.0225,0,0.115,3.71,1376.202,8.308,18.554
100850158,111.2643744,39.41969722,1214.33,21.57,-8.43,108.83,269.46,8.47,0.005,0.6775,0.115,0,0.2025,3.304,1360.558,8.23,22.578
100850159,111.5006709,39.41723837,1211.82,20.29,-9.7,109.2,274.37,9.13,0,0.8175,0.005,0,0.1775,3.27,1334.056,8.146,27.633
100850160,111.7369516,39.41435425,1188.06,18.71,-10.74,108.91,279.82,10.63,0,0.555,0.0375,0.355,0.0525,3.526,1265.154,7.858,38.202
100850161,111.9732103,39.41104666,1174.54,17.65,-11.5,105.91,289.78,14.34,0,0.8625,0.0125,0.095,0.03,3.24,1202.626,7.619,46.701
100850162,112.2094535,39.40730238,1124.56,17.75,-10.13,106.73,289.43,13.63,0.0025,0.925,0.03,0,0.0425,2.994,1183.716,7.547,51.462
100850163,112.4456677,39.40315223,1113.3,20.1,-7.37,109.87,268.7,8.09,0,0.4825,0.395,0,0.1225,3.373,1309.109,8.092,24.822
100850164,112.681852,39.39860217,1115.96,20.12,-7.34,109.39,263.52,8.65,0,0.53,0.3475,0,0.1225,3.048,1301.096,8.113,23.421
100850165,112.9180096,39.39360351,1142.26,20.52,-7.61,107.68,258.36,9.07,0,0.9175,0.025,0,0.0575,3.102,1325.316,8.23,12.843
100850166,113.1541313,39.38819076,1144.59,19.24,-9.07,105.9,271.42,11.89,0,0.8625,0.0675,0,0.07,2.888,1248.038,7.647,39.883
100850167,113.3902196,39.382342,1127.02,17.63,-10.32,102.61,300.6,18.04,0.0125,0.6,0.1575,0,0.23,2.661,1149.879,6.926,64.132
100850168,113.6262672,39.37608929,1102.06,18.63,-8.59,102.63,291.15,17.8,0.0625,0.4425,0.19,0.005,0.3,2.812,1226.042,7.301,41.389
100850169,113.8622784,39.36942179,1089.12,19.13,-7.79,104.51,288.11,14.66,0.075,0.485,0.27,0,0.17,2.91,1221.951,7.332,38.998
100850170,114.0982426,39.36231674,1092.61,19.79,-7.21,106.82,287,11.56,0.12,0.245,0.53,0.0025,0.1025,2.914,1215.53,7.39,41.787
100850171,114.3341575,39.35480715,1075.2,20.51,-6.06,109.52,288.75,8.95,0.1075,0.1725,0.665,0,0.055,2.89,1175.839,7.371,55.852
100850172,114.5700266,39.34687133,1060.36,20.58,-5.62,110.92,301.55,8.54,0.0125,0.3075,0.62,0,0.06,2.984,1181.052,7.326,53.723
100850173,114.8058445,39.33851992,1059.31,21.18,-4.98,114.89,316.49,8.24,0,0.3375,0.6325,0.025,0.005,2.876,1194.441,7.346,54.145
100850174,115.0416092,39.32974554,1050.81,22.5,-3.41,122.79,342.89,8,0,0.11,0.8625,0.0225,0.005,2.902,1199.982,7.345,57.78
100850175,115.2773169,39.32053681,1085.72,24.78,-1.93,132.69,385.7,9.48,0,0.0175,0.9325,0.05,0,2.55,1228.907,7.604,47.126
100850176,115.5129645,39.31094362,1123.35,25.71,-1.98,139.09,423.72,10.5,0,0.115,0.8775,0.005,0.0025,2.63,1289.771,7.96,38.571
100850177,115.7485473,39.30089511,1132.21,25.79,-2.14,143.88,441.95,10.24,0,0.02,0.945,0.035,0,2.428,1295.98,8.089,38.779
100850178,115.9840673,39.29044557,1141.74,25.89,-2.28,147.35,442.7,9.53,0,0.01,0.99,0,0,2.255,1301.617,8.119,36.91
100850179,116.2195195,39.27957653,1145.58,25.86,-2.42,149.02,435.5,9.77,0,0.0025,0.96,0.0375,0,2.104,1308.435,8.137,36.782
100850180,116.454901,39.26829062,1149.71,25.9,-2.45,147.6,427.09,10.17,0.0075,0,0.3225,0.67,0,2.462,1317.745,8.247,32.641
100850181,116.6902136,39.2565847,1151.68,25.74,-2.64,144.24,419.11,11.16,0.0275,0.0425,0.6025,0.315,0.0125,2.338,1321.205,8.174,42.776
100850182,116.9254458,39.24445549,1139.78,25.66,-2.38,141.69,413.1,11.8,0.03,0.0575,0.71,0.055,0.0825,1.937,1318.165,8.151,34.906
100850183,117.1606028,39.23190762,1109.51,25.61,-1.7,138.22,417.81,15.13,0.0187,0.014,0.0935,0.1869,0.0467,1.758,1276.41,7.934,31.274
100850184,117.395674,39.21892298,1106.41,25.11,-2.1,134.05,416.76,16.25,0.0367,0.1234,0.1627,0.0026,0.0551,1.629,1246.311,7.904,38.598
100850185,117.630674,39.20554428,1084.39,24.54,-2.1,131.58,420.7,15.38,0.1136,0.1773,0.2105,0.3989,0.0693,1.609,1241.015,7.813,47.366
100850186,117.8425835,39.22439791,1068.55,24.18,-1.96,132.17,425.53,12.57,0.0669,0.0418,0.0251,0.7406,0.0126,1.497,1246.118,7.764,46.87
100850188,118.3356321,39.16592996,1002.34,22.37,-2.19,126.85,439.3,15.32,0,0,0,0,1,1.444,1185.831,7.489,71.962
100850201,121.3846231,38.92821144,1043.01,22.64,-2.84,101.28,371.17,27.57,0,0,0,0,1,2.577,1238.377,6.848,60.607
100850202,121.5804512,38.92416115,1032.77,23.12,-2.08,98.77,382.95,30.49,0,0,0,0,0.9975,2.206,1244.029,7.065,50.828
100860013,78.20629335,35.25768254,999.83,0.96,-23.19,115.93,60.69,3.1,0,0.005,0,0,0.995,1.408,894.897,8.014,64.081
100860014,78.41886161,35.31323079,995.43,0.8,-23.27,122.99,62.96,2.35,0.0025,0,0,0,0.9925,1.382,834.35,7.947,43.044
100860015,78.63173003,35.36841694,993.58,1.62,-22.37,125.2,59.68,1.45,0,0,0,0,1,1.564,843.663,7.95,35.169
100860016,78.84489726,35.4232403,985.32,4.23,-19.41,124.67,49.7,0.15,0,0,0,0,1,2.159,916.149,8.181,23.327
100860017,79.05836199,35.4777002,977.28,4.61,-18.88,128.67,46.97,0,0,0,0,0,1,2.553,962.014,8.246,9.975
100860018,79.27212285,35.53179596,974.39,4.92,-18.57,127.86,44.82,0,0,0,0,0,0.9975,2.489,927.045,8.209,10.174
100860019,79.48617848,35.58552692,982.08,5.65,-18.06,125.25,40.21,0,0,0,0,0,1,2.698,924.231,8.235,8.767
100860020,79.70052748,35.63889238,962.09,0.63,-22.46,130.29,54.74,0.41,0,0.01,0,0,0.9875,2.136,793.02,7.921,34.205
100860021,79.91516847,35.69189169,932.13,-2.08,-24.49,128.23,58.44,0.73,0,0.015,0,0,0.98,2.007,788.488,7.615,69.477
100860022,80.13010002,35.74452417,918.22,0.71,-21.27,127.48,47.86,0.19,0,0.005,0,0,0.995,2.202,792.076,7.698,65.57
100860023,80.34531253,35.79681026,900.62,-3.78,-25.46,127.35,60.82,0.98,0,0.0125,0,0,0.9875,2.579,788.603,7.551,74.211
100860024,80.5608291,35.84868596,903.38,1.84,-19.9,122.3,43.99,0.24,0,0.0375,0,0,0.96,2.474,835.109,7.884,52.105
100860025,80.77662372,35.90021393,895.22,3.15,-18.37,120.13,42.02,0.2,0,0.055,0,0,0.945,2.555,824.549,7.905,49.295
100860026,80.99270311,35.95137241,877.95,1.27,-19.74,120.14,45.25,0.17,0,0.125,0,0,0.875,2.915,851.13,7.574,65.304
100860027,81.20906578,36.00216072,876.34,2.47,-18.61,116.86,43.32,0.22,0,0.0425,0,0,0.9575,2.906,845.174,7.426,69.141
100860028,81.42570238,36.05260176,866.05,6.12,-14.76,107.56,34.87,0.09,0,0.0125,0,0,0.9875,3.166,880.686,7.461,67.443
100860029,81.64263494,36.1026242,869.02,6.09,-14.85,109.97,36.36,0.12,0,0.005,0,0,0.995,3.023,873.975,7.497,70.064
100860030,81.85983838,36.15229805,873.48,6.83,-14.29,111.26,34.15,0,0,0,0,0,1,3.016,879.425,7.72,54.779
100860031,82.077319,36.2015991,898.68,0.23,-21.34,121.38,53.03,0.35,0,0.005,0,0,0.995,2.622,875.19,7.632,69.412
100860032,82.29507524,36.25052669,888.86,2.47,-18.89,118.18,47.57,0.22,0,0,0,0,1,2.489,865.703,7.656,57.177
100860033,82.51309938,36.29909711,889.93,1.78,-19.56,119.23,50.56,0.21,0,0,0,0,1,2.391,863.391,7.503,70.063
100860034,82.73140829,36.34725889,885.09,5.05,-16.29,116.18,43.88,0.04,0,0,0,0,1,2.388,880.302,7.675,57.311
100860035,82.94998189,36.39506219,887.37,4.05,-17.3,117.16,48.41,0.15,0,0,0,0,1,2.405,866.486,7.551,69.395
100860036,83.16882474,36.44248944,882.12,4.23,-16.98,118.35,49.26,0.01,0,0.03,0,0,0.97,2.5,875.401,7.587,66.085
100860037,83.38793519,36.48953998,876.24,5.96,-15.21,116.2,47.61,0,0,0,0,0,1,2.657,886.714,7.683,53.405
100860038,83.6073116,36.53621317,883.65,8.08,-13.36,115.42,43.97,0,0,0,0,0,1,2.767,912.616,7.885,37.584
100860039,83.8269523,36.58250838,878.11,6.81,-14.45,117.47,50.18,0,0,0,0,0,1,2.546,886.892,7.756,46.97
100860040,84.04685902,36.62843891,897.26,6.38,-15.34,119.47,52.9,0,0,0,0,0,1,2.454,895.44,7.744,51.952
100860041,84.26702109,36.67397458,919.83,5.32,-16.94,121.55,60.8,0.29,0,0,0,0,1,2.569,911.787,7.869,47.591
100860042,84.48744335,36.71911973,906.69,3.01,-18.86,123.88,69.66,0.27,0,0,0,0,1,2.511,930.932,7.744,60.231
100860043,84.70812433,36.76389664,963.49,-2.52,-25.87,123.11,96.37,1.79,0,0,0,0,1,2.241,898.365,7.66,71.622
100860044,84.92906108,36.80829241,956.31,-1.45,-24.62,123.31,95.5,1.46,0,0,0,0,1,2.495,891.431,7.654,66.562
100860045,85.15025186,36.8523064,940.92,0.74,-21.96,124.87,90.43,0.78,0,0,0,0,1,2.111,840.978,7.677,61.179
100860046,85.37169491,36.89593799,948.4,2.95,-19.93,125.85,86.07,0,0,0,0,0,0.995,1.972,850.451,7.885,38.838
100860047,85.59338844,36.93918657,977.43,4.97,-18.75,126.46,81.74,0.05,0,0,0,0,1,2.368,934.708,8.118,17.174
100860048,85.81533068,36.98205152,994.26,1.99,-22.04,127.1,98.3,0.39,0,0,0,0,1,1.767,856.16,7.949,29.022
100860049,86.03751981,37.02453223,987.1,2.41,-21.45,128.49,99.66,0.05,0,0,0,0,1,1.603,816.874,7.918,27.185
100860050,86.25995402,37.06662808,962.86,3.04,-20.24,127,100.16,0,0,0,0,0,1,1.681,859.166,7.953,26.366
100860051,86.48263148,37.10833847,953.7,5.13,-18.02,125.88,93.08,0,0,0,0,0,1,2.2,921.012,8.152,22.609
100860052,86.70555034,37.1496628,961.97,7.44,-16.02,126.99,88.18,0,0,0,0,0,1,2.752,1055.281,8.364,12.761
100860053,86.92870875,37.19060046,946.3,7.52,-15.6,126.36,91.62,0,0,0,0,0,1,2.847,1005.821,8.29,19.668
100860054,87.15210482,37.23115087,931.47,4.91,-17.68,126.29,106.7,0.07,0,0,0,0,1,2.498,916.316,8.097,29.5
100860055,87.37574201,37.27132009,933.67,2.08,-20.41,125.86,121.9,0.76,0,0,0,0,1,2.041,865.969,7.855,41.033
100860056,87.59960817,37.31108999,938.39,1.59,-21,125.67,127.72,1.42,0,0,0,0,1,2.046,843.012,7.982,32.903
100860057,87.82370017,37.35047258,942.62,0.83,-21.91,125.41,133.92,1.45,0,0,0,0,1,2.184,816.9,8.026,38.884
100860058,88.04802795,37.38946804,931.71,2.04,-20.5,126.61,131.3,1.27,0,0,0,0,1,1.954,825.392,8.062,31.305
100860059,88.27258383,37.4280733,934.13,1.26,-21.31,126.18,136.71,1.57,0,0,0,0,1,1.729,803.005,7.92,38.138
100860060,88.49736587,37.46628779,891.7,1.74,-19.79,127.11,134.4,0.47,0,0,0,0,0.615,1.85,765.272,7.916,39.514
100860061,88.7223721,37.50411094,904.54,4.61,-17.36,125.16,117.97,0,0,0,0,0,0.36,2.14,788.272,8.119,28.644
100860062,88.94760054,37.54154217,956.72,8.5,-14.93,122,97.87,0.03,0,0,0,0,0.765,3.308,952.47,8.432,22.533
100860063,89.1730492,37.57858094,950.2,9.13,-14.1,120.63,88.9,0.18,0,0,0,0,1,3.024,939.805,8.237,32.749
100860064,89.39871606,37.61522667,933.21,8.67,-14.1,121.43,89.5,0,0,0,0,0,1,3.214,875.084,8.402,19.255
100860065,89.62459913,37.65147881,922.87,7.31,-15.27,122.02,100.93,0.28,0,0,0,0,1,2.78,881.197,8.212,29.539
100860066,89.85069635,37.6873368,924.12,7.81,-14.83,119.65,96.44,0.3,0,0,0,0,1,3.005,956.932,8.207,25.181
100860067,90.07700569,37.72280011,948.92,10.02,-13.31,117.11,80.74,0.41,0,0,0,0,1,3.605,1038.56,8.341,20.369
100860068,90.3035251,37.75786818,908.46,6.16,-16.02,116.86,103.57,1.88,0,0,0,0,1,2.862,967.609,7.86,45.411
100860069,90.53024615,37.79255534,891.83,4.77,-16.95,117.35,111.27,2.03,0,0,0,0,1,2.72,885.715,7.638,64.46
100860070,90.75718581,37.82681647,970.24,11.45,-12.41,114.01,64.57,0.86,0,0,0,0,1,4.409,1080.369,8.102,21.448
100860071,90.98432294,37.86069562,1016.45,14.33,-10.68,106.86,43.67,1.64,0,0,0,0,1,6.799,1217.936,8.3,21.449
100860072,91.21166178,37.8941774,1015.46,14.49,-10.49,105.59,39.12,1.13,0,0,0,0,1,6.328,1243.267,8.203,19.117
100860073,91.43920022,37.9272613,990.86,12.8,-11.62,107.75,45.31,1.81,0,0,0,0,1,6.566,1198.375,8.196,17.872
100860074,91.66693611,37.9599468,1005.69,13.98,-10.76,102.81,37.1,1.41,0,0,0,0,0.9975,6.371,1232.206,8.111,18.107
100860075,91.89486733,37.99223338,1035.77,15.67,-9.76,94.5,26.02,1.1,0,0,0,0,1,4.608,1319.117,8.022,12.258
100860076,92.12299171,38.02412053,1048.96,16.06,-9.67,93.12,22.51,0.34,0,0,0,0,1,3.693,1313.553,8.08,11.251
100860077,92.35130709,38.05560776,1051.14,16.03,-9.76,78.49,20.38,1.38,0,0,0,0,1,4.262,1313.407,8.143,12.356
100860078,92.5798113,38.08669457,1046.41,15.91,-9.77,74.4,19,1.52,0,0,0,0,1,4.494,1333.564,8.193,14.062
100860079,92.80850213,38.11738045,1050.86,16.05,-9.74,69.89,17.17,1.82,0,0,0,0,1,3.774,1334.032,8.217,10.621
